2022-03-27 01:17:52 PM | Add Appointments | MTLA231020 Dental 5 | null=MTLA231020=Dental=5=null=null
2022-03-30 04:38:50 PM | Book Appointment | MTLP0005 MTLE310322 Dental | Appointment booked Successfully -> Success
2022-03-30 04:39:04 PM | Get Appointment Schedule | MTLP0005 | Montreal Hospital : ,Dental,MTLE310322,, -> Success
2022-03-30 04:39:44 PM | Swap Appointment | MTLP0005 MTLE310322 Dental MTLM300322 Surgeon | the Appointment has been swapped for the patient MTLP0005 from old appointment id MTLE310322 to MTLM300322 -> Success
2022-03-30 04:40:03 PM | Get Appointment Schedule | MTLP0005 | Montreal Hospital : ,Surgeon,MTLM300322,, -> Success
2022-03-30 04:40:25 PM | List Appointment Availibility | Dental | MTLE310322 10,, -> Success
2022-03-30 04:40:42 PM | List Appointment Availibility | Surgeon | MTLM300322 2,, -> Success
2022-03-30 04:41:20 PM | Remove Appointments | MTLM300322 Surgeon | The MTLM300322 has been removed from and patient are rescheduled on MTLM010422 for Surgeon -> Success
2022-03-30 04:41:34 PM | Get Appointment Schedule | MTLP0005 | Montreal Hospital : ,Surgeon,MTLM010422,, -> Success
2022-03-30 04:41:54 PM | List Appointment Availibility | Surgeon | MTLM010422 2,, -> Success
2022-03-30 04:42:17 PM | Cancel Appointment | MTLP0005 MTLM010422 | the Appointment has been cancelled for the patient MTLP0005 -> Success
2022-03-30 04:42:26 PM | List Appointment Availibility | Surgeon | MTLM010422 3,, -> Success
2022-03-30 04:42:46 PM | Remove Appointments | MTLM010422 Surgeon | The MTLM010422 has been removed from Surgeon appointment. -> Success
2022-03-30 04:42:55 PM | List Appointment Availibility | Surgeon | , -> Success
2022-03-30 04:43:17 PM | Get Appointment Schedule | MTLP0005 | , -> Success
2022-03-30 04:43:34 PM | List Appointment Availibility | Dental | MTLE310322 10,, -> Success
2022-03-30 06:47:28 PM | Add Appointments | MTLM300322 DENTAL 1 | 
2022-03-30 06:52:14 PM | Book Appointment | MTLP8520 MTLM300322 DENTAL | 
2022-03-30 07:18:39 PM | Add Appointments | MTLM300322 DENTAL 1 | addAppointment->#=MTLM300322=DENTAL=1=#=#
2022-03-30 07:24:36 PM | Get Appointment Schedule | MTLP8520 | getAppointmentSchedule->MTLP8520=#=#=#=#=#
2022-03-30 07:31:46 PM | Add Appointments | MTLM300322 DENTAL 1 | addAppointment->#=MTLM300322=DENTAL=1=#=#
2022-03-30 07:33:35 PM | Add Appointments | MTLM300322 DENTAL 1 | Appointmnet added Successfully -> Success
2022-03-30 07:41:01 PM | Add Appointments | MTLM300322 DENTAL 1 | Appointmnet added Successfully -> Success
2022-03-30 07:45:30 PM | Get Appointment Schedule | MTLP8520 | ,Sherbrooke Hospital : ,SURGEON,SHEM300322 -> Nuetral
2022-03-30 07:46:44 PM | List Appointment Availibility | DENTAL | MTLM300322 1,, -> Nuetral
2022-03-30 07:46:59 PM | List Appointment Availibility | SURGEON | ,SHEM300322 0 -> Nuetral
2022-03-31 10:56:18 AM | Add Appointments | MTLM310322 DENTAL 2 | Appointmnet added Successfully -> Success
2022-03-31 01:50:46 PM | Add Appointments | MTLM310322 DENTAL 2 | Appointmnet added Successfully->Success
2022-03-31 01:52:11 PM | Add Appointments | MTLM010422 PHYSICIAN 2 | Appointmnet added Successfully->Success
2022-03-31 01:53:02 PM | Add Appointments | MTLM020422 SURGEON 5 | Appointmnet added Successfully->Success
2022-03-31 01:53:12 PM | List Appointment Availibility | DENTAL | MTLM310322 2,,->Nuetral
2022-03-31 01:53:40 PM | List Appointment Availibility | PHYSICIAN | Added->Success
2022-03-31 01:54:12 PM | List Appointment Availibility | DENTAL | MTLM310322 2,,->Nuetral
2022-03-31 01:59:27 PM | Add Appointments | MTLM310322 DENTAL 5 | Added->Success
2022-03-31 02:00:24 PM | Add Appointments | MTLM310322 PHYSICIAN 5 | Added->Success
2022-03-31 02:05:34 PM | Add Appointments | MTLM310322 DENTAL 1 | Appointmnet added Successfully -> Success
2022-03-31 02:06:07 PM | Add Appointments | MTLM010422 PHYSICIAN 2 | Appointmnet added Successfully -> Success
2022-03-31 02:06:24 PM | Add Appointments | MTLM020422 SURGEON 3 | Appointmnet added Successfully -> Success
2022-03-31 02:07:00 PM | Add Appointments | MTLM030422 DENTAL 2 | Appointmnet added Successfully. -> Success
2022-03-31 02:07:28 PM | Add Appointments | MTLM040422 DENTAL 3 | Appointmnet added Successfully. -> Success
2022-03-31 02:07:55 PM | List Appointment Availibility | DENTAL | MTLM040422 3,MTLM310322 1,MTLM030422 2,, -> Nuetral
2022-03-31 02:26:13 PM | Add Appointments | MTLM310322 SURGEON 1 | Appointmnet added Successfully -> Success
2022-03-31 02:27:03 PM | Book Appointment | MTLP8520 MTLM310322 SURGEON | Added->Success
2022-03-31 03:03:03 PM | Add Appointments | MTLM310322 DENTAL 4 | Appointmnet added Successfully -> Success
2022-03-31 03:03:28 PM | Add Appointments | MTLM010422 SURGEON 5 | Appointmnet added Successfully -> Success
2022-03-31 03:03:51 PM | Book Appointment | MTLP8520 MTLM040122 DENTAL | Appointmnet is not available on this day -> Failed
2022-03-31 03:04:08 PM | Get Appointment Schedule | MTLP8520 | , -> Nuetral
2022-03-31 03:04:52 PM | Book Appointment | MTLP8520 MTLM310322 DENTAL | Appointment booked Successfully -> Success
2022-03-31 03:52:45 PM | Add Appointments | MTLM310322 DENTAL 5 | Appointmnet added Successfully -> Success
2022-03-31 03:53:03 PM | List Appointment Availibility | DENTAL | MTLM310322 5,, -> Nuetral
2022-03-31 03:53:20 PM | Add Appointments | MTLM010422 DENTAL 2 | Appointmnet added Successfully. -> Success
2022-03-31 03:53:29 PM | List Appointment Availibility | DENTAL | MTLM010422 2,MTLM310322 5,, -> Nuetral
2022-03-31 03:54:04 PM | Book Appointment | MTLP8520 MTLM010422 DENTAL | Appointment booked Successfully -> Success
2022-04-02 01:08:29 PM | Add Appointments | MTLM230222 DENTAL 4 | Added->Success
2022-04-02 01:13:16 PM | Book Appointment | MTLP8520 MTLM230222 DENTAL | Appointment booked Successfully -> Success
2022-04-02 01:35:51 PM | Add Appointments | MTLA0000 MTLM230222 DENTAL 4 | Appointmnet added Successfully -> Success
2022-04-02 01:43:35 PM | Add Appointments | MTLA0000 MTLM230222 DENTAL 4 | Appointmnet added Successfully -> Success
2022-04-02 05:25:26 PM | Add Appointments | MTLA0000 MTLM020422 DENTAL 3 | Appointmnet added Successfully -> Success
2022-04-02 05:26:02 PM | Book Appointment | MTLP8520 MTLM020422 DENTAL | Appointment booked Successfully -> Success
2022-04-02 05:27:19 PM | List Appointment Availibility | DENTAL | Added->Success
2022-04-02 05:36:31 PM | Add Appointments | MTLA0000 MTLM020422 DENTAL 3 | Appointmnet added Successfully -> Success
2022-04-02 05:51:05 PM | Add Appointments | MTLA0000 MTLM020422 DENTAL 5 | Appointmnet added Successfully -> Success
2022-04-02 06:07:23 PM | Add Appointments | MTLA0000 MTLM020422 DENTAL 3 | Appointmnet added Successfully->Success
2022-04-02 06:10:40 PM | List Appointment Availibility | DENTAL | {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, DENTAL={MTLM020422=Appointment{Number of Appoinntment='2}, MTLA140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, DENTAL={QUEA121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, DENTAL={SHEA121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}}->Nn
2022-04-03 02:09:23 PM | Add Appointments | MTLA0000 MTLM230222 DENTAL 4 | Added->Success
2022-04-03 02:28:39 PM | Add Appointments | MTLA0000 MTLM030422 DENTAL 5 | Added->Success
2022-04-03 02:30:18 PM | Book Appointment | MTLP8520 QUEM852012 DENTAL | Added->Success
2022-04-03 02:32:58 PM | Remove Appointments | MTLM030422 DENTAL | Added->Success
2022-04-03 04:06:36 PM | Add Appointments | MTLA0000 MTLM030422 DENTAL 4 | Added->Success
2022-04-03 04:15:29 PM | Add Appointments | MTLA0000 MTLM852012 DENTAL 5 | Appointmnet added Successfully->Success
2022-04-03 04:16:13 PM | Book Appointment | MTLP8520 SHEM852012 SURGEON | Appointment notBookedSHEM852012->Failed
2022-04-03 04:18:03 PM | List Appointment Availibility | DENTAL | {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, DENTAL={MTLM852012=Appointment{Number of Appoinntment='5}, MTLM190322=Appointment{Number of Appoinntment='3}, MTLA140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEM240322=Appointment{Number of Appoinntment='5}, QUEE121212=Appointment{Number of Appoinntment='10}}, DENTAL={QUEA121212=Appointment{Number of Appoinntment='10}, QUEM230322=Appointment{Number of Appoinntment='4}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEM210322=Appointment{Number of Appoinntment='3}, SHEE121212=Appointment{Number of Appoinntment='10}}, DENTAL={SHEM220322=Appointment{Number of Appoinntment='4}, SHEA121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}}->Nn
2022-04-03 04:18:36 PM | List Appointment Availibility | DENTAL | 
2022-04-03 04:19:45 PM | List Appointment Availibility | SURGEON | 
2022-04-03 04:24:53 PM | List Appointment Availibility | PHYSICIAN | 
2022-04-03 04:25:42 PM | List Appointment Availibility | DENTAL | {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, DENTAL={MTLM852012=Appointment{Number of Appoinntment='5}, MTLM190322=Appointment{Number of Appoinntment='3}, MTLA140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEM240322=Appointment{Number of Appoinntment='5}, QUEE121212=Appointment{Number of Appoinntment='10}}, DENTAL={QUEA121212=Appointment{Number of Appoinntment='10}, QUEM230322=Appointment{Number of Appoinntment='4}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEM210322=Appointment{Number of Appoinntment='3}, SHEE121212=Appointment{Number of Appoinntment='10}}, DENTAL={SHEM220322=Appointment{Number of Appoinntment='4}, SHEA121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}}->Nn
2022-04-04 11:45:53 AM | Add Appointments | MTLA0000 MTLM230222 DENTAL 5 | 
2022-04-04 11:46:45 AM | Add Appointments | MTLA0000 MTLM230222 DENTAL 6 | 
2022-04-04 01:53:31 PM | Add Appointments | MTLA0000 MTLM230322 DENTAL 4 | Appointmnet added Successfully->Success
2022-04-04 01:54:19 PM | Add Appointments | MTLA0000 MTLM240322 SURGEON 6 | Appointmnet added Successfully->Success
2022-04-04 01:54:32 PM | List Appointment Availibility | DENTAL | 
2022-04-04 02:05:18 PM | List Appointment Availibility | DENTAL | 
2022-04-04 02:06:06 PM | Add Appointments | MTLA0000 MTLM230322 DENTAL 4 | Appointmnet added Successfully->Success
2022-04-04 02:06:17 PM | List Appointment Availibility | DENTAL | 
2022-04-04 02:06:52 PM | Book Appointment | MTLP8520 MTLM230322 DENTAL | Appointment booked Successfully->Success
2022-04-04 02:07:27 PM | Get Appointment Schedule | MTLP8520 | 
2022-04-04 02:15:33 PM | Book Appointment | MTLP8520 MTLM852012 DENTAL | There are no appointmnets for DENTAL->Failed
2022-04-04 02:57:06 PM | Add Appointments | MTLA0000 MTLM231300 DENTAL 5 | 
2022-04-04 03:03:36 PM | Add Appointments | MTLA0000 MTLM232020 DENTAL 5 | 
2022-04-04 03:04:25 PM | Add Appointments | MTLA0000 MTLM231020 DENTAL 5 | Appointmnet added Successfully->Success
2022-04-04 03:05:02 PM | List Appointment Availibility | DENTAL | {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, DENTAL={MTLM231020=Appointment{Number of Appoinntment='5}, MTLA140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, DENTAL={QUEA121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, DENTAL={SHEA121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}}->Nuetral
2022-04-04 03:08:11 PM | Add Appointments | MTLA0000 MTLM232323 DENTAL 9 | Appointmnet added Successfully->Success
2022-04-04 03:37:53 PM | Add Appointments | MTLA0000 MTLM232022 DENTAL 5 | Appointmnet added Successfully->Success
2022-04-04 03:39:05 PM | Add Appointments | MTLA0000 MTLM232221 DENTAL 5 | Appointment added successfully->Success
2022-04-04 04:54:34 PM | Add Appointments | MTLA0000 MTLM232022 DENTAL 2 | Appointment added successfully->Success
2022-04-04 04:55:24 PM | Book Appointment | MTLP8520 MTLM232022 DENTAL | Success: Appointment MTLM232022 Booked Successfully->Success
2022-04-04 04:55:47 PM | Get Appointment Schedule | MTLP8520 | Dental:
MTLM232022 || 
-------------------------
->Nuetral
2022-04-04 04:56:25 PM | Book Appointment | MTLP8520 MTLM250222 PHYSICIAN | There are no appointmnets for PHYSICIAN->Failed
2022-04-04 04:57:11 PM | Book Appointment | MTLP8520 MTLM852041 DENTAL | Appointmnet is not available on this day->Failed
2022-04-04 04:57:58 PM | Book Appointment | MTLP8520 MTLE987654 SURGEON | There are no appointmnets for SURGEON->Failed
2022-04-04 04:59:42 PM | Book Appointment | MTLP8520 MTLM232022 DENTAL | Failed: Appointment MTLM232022 Already Booked->Failed
2022-04-04 05:06:32 PM | Add Appointments | MTLA0000 MTLM230222 DENTAL 5 | Appointment added successfully->Success
2022-04-04 05:07:26 PM | Book Appointment | MTLP8520 MTLM230222 DENTAL | Success: Appointment MTLM230222 Booked Successfully->Success
2022-04-04 05:07:53 PM | Book Appointment | MTLP8520 MTLME852010 DENTAL | Appointmnet is not available on this day->Failed
2022-04-04 05:10:36 PM | Book Appointment | MTLP8520 MTLE8524 DENTAL | There are no appointmnets for DENTAL->Failed
2022-04-04 05:11:02 PM | Book Appointment | MTLP8520 MTLE852010 PHYSICIAN | There are no appointmnets for PHYSICIAN->Failed
2022-04-04 05:11:27 PM | Book Appointment | MTLP8520 MTLA963741 SURGEON | There are no appointmnets for SURGEON->Failed
2022-04-04 05:12:49 PM | Book Appointment | MTLP8520 MTLE852041 DENTAL | There are no appointmnets for DENTAL->Failed
2022-04-04 05:13:24 PM | Add Appointments | MTLA0000 MTLM232022 DENTAL 5 | Appointment added successfully->Success
2022-04-04 05:13:41 PM | Book Appointment | MTLP8520 MTLM232022 DENTAL | Success: Appointment MTLM232022 Booked Successfully->Success
2022-04-04 05:14:18 PM | Book Appointment | MTLP8520 MTLE987654 SURGEON | There are no appointmnets for SURGEON->Failed
2022-04-04 05:15:24 PM | Book Appointment | MTLP8520 MTLM654321 PHYSICIAN | There are no appointmnets for PHYSICIAN->Failed
2022-04-04 05:17:02 PM | Get Appointment Schedule | MTLP8520 | 
2022-04-04 05:17:30 PM | Get Appointment Schedule | MTLP8520 | 
2022-04-04 05:22:59 PM | Add Appointments | MTLA0000 MTLM232022 DENTAL 5 | Appointment added successfully->Success
2022-04-04 06:13:31 PM | Add Appointments | MTLA0000 MTLM232022 DENTAL 5 | Appointment added successfully->Success
2022-04-06 03:16:47 PM | Add Appointments | MTLA0000 MTLM232022 DENTAL 5 | Appointment added successfully->Success
2022-04-06 03:17:07 PM | Add Appointments | MTLA0000 MTLM852012 DENTAL 4 | Appointment added successfully->Success
2022-04-06 03:17:28 PM | Add Appointments | MTLA0000 MTL963741 PHYSICIAN 5 | 
2022-04-06 03:18:05 PM | Add Appointments | MTLA0000 MTLM963741 PHYSICIAN 9 | Appointment added successfully->Success
2022-04-06 03:18:24 PM | List Appointment Availibility | DENTAL | Montreal Server Dental:
 (MTLM852012) in the Morning of 85/20/2012 Total[Remaining] Capacity: 4[4] ||  (MTLM232022) in the Morning of 23/20/2022 Total[Remaining] Capacity: 5[5] ||  (MTLM963741) in the Morning of 96/37/2041 Total[Remaining] Capacity: 9[9] || 
---------------------
->Nuetral
2022-04-06 03:25:25 PM | Add Appointments | MTLA0000 MTLM852410 DENTAL 5 | Appointment added successfully->Success
2022-04-06 03:25:41 PM | Add Appointments | MTLA0000 MTLM987654 DENTAL 8 | Appointment added successfully->Success
2022-04-06 03:26:01 PM | Add Appointments | MTLA0000 MTLM965100 DENTAL 1 | Appointment added successfully->Success
2022-04-06 03:27:15 PM | List Appointment Availibility | DENTAL | Montreal Server Dental:
 (MTLM852410) in the Morning of 85/24/2010 Total[Remaining] Capacity: 5[5] ||  (MTLM987654) in the Morning of 98/76/2054 Total[Remaining] Capacity: 8[8] ||  (MTLM965100) in the Morning of 96/51/2000 Total[Remaining] Capacity: 1[1] || 
---------------------
->Nuetral
2022-04-06 03:32:14 PM | Add Appointments | MTLA0000 MTLM852010 DENTAL 10 | Appointment added successfully->Success
2022-04-06 03:32:41 PM | Add Appointments | MTLA0000 MTLM963741 DENTAL 45 | Appointment added successfully->Success
2022-04-06 03:32:57 PM | Add Appointments | MTLA0000 MTLM852456 DENTAL 0 | Appointment added successfully->Success
2022-04-06 03:33:15 PM | List Appointment Availibility | DENTAL | Montreal Server Dental:
 (MTLM852010) in the Morning of 85/20/2010 Total[Remaining] Capacity: 10[10] ||  (MTLM852456) in the Morning of 85/24/2056 Total[Remaining] Capacity: 0[0] ||  (MTLM963741) in the Morning of 96/37/2041 Total[Remaining] Capacity: 45[45] || 
---------------------
->Nuetral
2022-04-06 03:47:29 PM | List Appointment Availibility | DENTAL | ,->Nuetral
2022-04-06 05:08:04 PM | Add Appointments | MTLA0000 MTLM202022 DETNAL 3 | ->Nuetral
2022-04-06 05:12:01 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 3 | Appointment added Successfully->Failed
2022-04-06 05:12:36 PM | Add Appointments | MTLA0000 MTLM852010 DENTAL 3 | Appointment added Successfully->Failed
2022-04-06 05:13:32 PM | Add Appointments | MTLA0000 MTLM963741 DENTAL 5 | Appointment added successfully->Success
2022-04-06 05:14:03 PM | Add Appointments | MTLA0000 MTLM852010 DENTAL 5 | It already contains the appointment.->Failed
2022-04-06 05:17:52 PM | Add Appointments | MTLA0000 MTLM852010 DENTAL 5 | Appointment added successfully->Success
2022-04-06 05:18:46 PM | Book Appointment | MTLP8520 MTLM852010 DENTAL | Success: Appointment MTLM852010 Booked Successfully->Success
2022-04-06 05:19:10 PM | Add Appointments | MTLA0000 MTLM852010 DENTAL 8 | Appointment updated successfully->Success
2022-04-06 05:19:53 PM | List Appointment Availibility | DENTAL | Montreal Server Dental:
 (MTLM852010) in the Morning of 85/20/2010 Total[Remaining] Capacity: 8[7] || 
---------------------
->Nuetral
2022-04-06 05:20:48 PM | Get Appointment Schedule | MTLP8520 | Dental:
MTLM852010 || 
-------------------------
->Nuetral
2022-04-06 05:21:34 PM | Get Appointment Schedule | MTLP8520 | Dental:
MTLM852010 || 
-------------------------
->Nuetral
2022-04-06 05:23:21 PM | List Appointment Availibility | DENTAL | Montreal Server Dental:
 (MTLM852010) in the Morning of 85/20/2010 Total[Remaining] Capacity: 8[7] || 
---------------------
->Nuetral
2022-04-06 05:24:38 PM | Book Appointment | MTLP8520 MTLM741052 DENTAL | Appointmnet is not available on this day->Failed
2022-04-06 05:25:32 PM | Book Appointment | MTLP7410 MTLM946120 DENTAL | Appointmnet is not available on this day->Failed
2022-04-06 05:25:54 PM | Book Appointment | MTLP9630 MTLM784512 DENTAL | Appointmnet is not available on this day->Failed
2022-04-06 05:27:16 PM | Add Appointments | MTLA0000 MTLE852010 PHYSICIAN 9 | Appointment added successfully->Success
2022-04-06 05:28:34 PM | List Appointment Availibility | DENTAL | Montreal Server Dental:
 (MTLM852010) in the Morning of 85/20/2010 Total[Remaining] Capacity: 8[7] ||  (MTLE852010) in the Evening of 85/20/2010 Total[Remaining] Capacity: 9[9] || 
---------------------
->Nuetral
2022-04-06 05:32:14 PM | Add Appointments | MTLA0000 MTL888888 PHYSICIAN 12 | Appointment added Successfully->Success
2022-04-06 05:34:34 PM | Add Appointments | MTLA0000 MTLA101022 PHYSICIAN 13 | Appointment added Successfully->Success
2022-04-06 05:46:15 PM | Add Appointments | MTLA0000 MTLM852010 DENTAL 5 | Appointment added Successfully->Success
2022-04-06 05:48:22 PM | Add Appointments | MTLA0000 MTLM852010 DENTAL 5 | Appointment added Successfully->Success
2022-04-06 05:51:01 PM | Add Appointments | MTLA0000 MTLM852010 DENTAL 5 | Appointment added Successfully->Success
2022-04-06 06:22:49 PM | Add Appointments | MTLA0000 MTLM852010 DENTAL 5 | Appointment added successfully->Success
2022-04-06 06:28:50 PM | Add Appointments | MTLA0000 0 0 0 | ->Nuetral
2022-04-06 06:32:17 PM | Add Appointments | MTLA0000 MTLA121233 PHYSICIAN 12 | Appointment added successfully->Success
2022-04-06 06:32:49 PM | List Appointment Availibility | DENTAL | Montreal Server Dental:
 (MTLA121233) in the Afternoon of 12/12/2033 Total[Remaining] Capacity: 12[12] || 
---------------------
->Nuetral
2022-04-06 06:33:43 PM | Book Appointment | MTLP1212 MTLA121210 PHYSICIAN | ->Nuetral
2022-04-06 06:35:12 PM | Book Appointment | MTLP1212 MTLA111111 PHYSICIAN | ->Nuetral
2022-04-06 06:48:02 PM | Add Appointments | MTLA0000 MTLA121212 DENTAL 12 | Appointment added successfully->Success
2022-04-06 06:49:03 PM | Book Appointment | MTLA1212 MTLA121212 DENTAL | Appointment booked Successfully->Success
2022-04-06 06:52:01 PM | Book Appointment | MTLA1212 MTLA666666 DENTAL | Appointmnet is not available on this day->Failed
2022-04-06 06:53:04 PM | Book Appointment | MTLA1212 MTLM111111 DENTAL | Appointmnet is not available on this day->Failed
2022-04-06 06:54:25 PM | List Appointment Availibility | DENTAL | MTLA121212 11,,->Nuetral
2022-04-06 07:01:07 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added successfully->Success
2022-04-06 07:01:29 PM | Book Appointment | MTLP8520 MTLM231022 DENTAL | Success: Appointment MTLM231022 Booked Successfully->Success
2022-04-06 07:01:46 PM | Cancel Appointment | 0 0 | ->Nuetral
2022-04-06 07:03:24 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 10 | Appointment added successfully->Success
2022-04-06 07:35:24 PM | Add Appointments | MTLA0000 MTLM232010 DENTAL 5 | Appointment added successfully->Success
2022-04-06 07:40:41 PM | Add Appointments | MTLA0000 MTLM852010 PHYSICIAN 5 | Appointment added successfully->Success
2022-04-07 11:18:57 AM | Add Appointments | MTLA0000 MTLM852010 DENTAL 5 | Appointment added successfully->Success
2022-04-07 11:20:04 AM | Add Appointments | MTLA0000 MTLM963741 DENTAL 3 | Appointment added successfully->Success
2022-04-07 11:20:48 AM | Add Appointments | MTLA0000 MTLM987654 DENTAL 5 | Appointment added successfully->Success
2022-04-07 11:23:09 AM | Add Appointments | MTLA0000 MTLM852010 DENTAL 6 | Opps! Server is too busy to handle your request!!!
2022-04-07 11:25:02 AM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added successfully->Success
